Project Type,Project Phase Name,Spend_Ratio,Estimate_Ratio,Budget_Per_Day,Project Status Name,Budget,Final_Estimate,Actual_Spend,Planned_Duration,Is_Delayed,Project Start_Month
SCA CIP,Design,1.1952856696846705,1.1952856696846705,43.28378378378378,Complete,12812.0,15314.0,15314.0,296,0,September
SCA CIP,Scope,0.0,1.7281175059952039,36.26086956521739,Complete,3336.0,5765.0,0.0,92,0,April
SCA CIP,Design,0.0,0.0,108.76811594202898,Complete,15010.0,0.0,0.0,138,0,April
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,234800.0,234800.0,123,1,December
SCA CIP,Scope,1.3459648514279108,1.3459648514279108,1226.8085106382978,Complete,172980.0,232825.0,232825.0,141,1,October
SCA CIP,Design,1.1299189155753087,1.154683599625853,5544.23717948718,Complete,864901.0,998687.0,977268.0,156,1,September
SCA CIP,Construction,0.9097837900335299,0.9829537133387289,24054.69715698393,Complete,19460250.0,19128525.0,17704620.0,809,1,July
SCA CIP,"CM,F&E",0.6607246089556184,0.6617561072295723,1496.7367119901112,Complete,1210860.0,801294.0,800045.0,809,1,July
SCA CIP,Scope,0.4840561224489796,0.4840561224489796,49.77777777777778,Complete,6272.0,3036.0,3036.0,126,0,September
SCA CIP,Design,0.43023667800453513,0.43023667800453513,155.07692307692307,Complete,28224.0,12143.0,12143.0,182,0,September
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,13189.0,13189.0,125,0,November
SCA CIP RESOA,Design,1.0445666666666666,1.0679666666666667,217.3913043478261,Complete,30000.0,32039.0,31337.0,138,0,February
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,2333.0,2333.0,93,1,December
SCA CIP,Scope,2.8322027649769583,2.8322027649769583,1205.5555555555557,Complete,108500.0,307294.0,307294.0,90,1,March
SCA CIP,Design,0.04626175115207373,0.3422875576036866,3988.970588235294,Complete,542500.0,185691.0,25097.0,136,0,February
SCA CIP,Scope,0.6239241377913688,0.6353257457623687,1420.978417266187,Complete,197516.0,125487.0,123235.0,139,0,June
SCA CIP,Design,0.40284223933482183,0.40284223933482183,5908.576923076923,Complete,921738.0,371315.0,371315.0,156,0,October
SCA CIP RESOA,Scope,1.0,1.0,927.2934782608696,Complete,85311.0,85311.0,85311.0,92,0,April
SCA CIP,Scope,0.9052852803790371,0.9128130484613994,2231.8839779005525,Complete,403971.0,368750.0,365709.0,181,0,June
SCA CIP,Design,0.3784405269314077,0.37937407467186346,11152.2,Complete,2007396.0,761554.0,759680.0,180,0,December
SCA CIP,Construction,0.8848984647716793,0.9460326278801422,40300.265996343696,Complete,44088491.0,41709151.0,39013838.0,1094,1,May
SCA CIP,"CM,F&E",0.35896411861543126,0.36206231317419746,2700.7531992687386,Complete,2954624.0,1069758.0,1060604.0,1094,1,May
SCA CIP,Scope,0.6024179465365155,0.742882729592979,177.24603174603175,Complete,223330.0,165908.0,134538.0,1260,1,February
SCA CIP,Design,0.3538727443693189,0.6081672860788967,8723.828125,Complete,1116650.0,679110.0,395152.0,128,1,August
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,20271.0,3025.0,126,1,November
SCA CIP RESOA,Design,0.2240925925925926,1.1707777777777777,346.15384615384613,Complete,54000.0,63222.0,12101.0,156,0,November
SCA Capacity,Scope,0.7809172418577226,0.7816603655787173,7075.0920245398775,Complete,1153240.0,901442.0,900585.0,163,1,September
SCA Capacity,Design,0.5805726089587211,0.6573462592348513,26750.41237113402,Complete,5189580.0,3411351.0,3012928.0,194,1,March
SCA Capacity,Construction,0.9064241760085395,1.0114842580268393,66241.26518218624,Complete,65446370.0,66197973.0,59322172.0,988,0,December
SCA Capacity,"CM,Art,F&E",0.7014306432312442,0.8235036722624952,9337.975708502025,Complete,9225920.0,7597579.0,6471343.0,988,0,December
SCA CIP,Scope,4.274488101826232,4.274488101826232,260.0,Complete,36140.0,154480.0,154480.0,139,1,May
SCA Capacity,Scope,0.4917605216360403,0.4923409871268636,10903.780487804877,Complete,1788220.0,880414.0,879376.0,164,1,July
SCA Capacity,Design,0.22587911753338827,0.34578072049300423,38874.34782608696,Complete,8046990.0,2782494.0,1817647.0,207,1,January
SCA CIP,Scope,0.12691761363636364,0.12691761363636364,417.04285714285714,Complete,42240.0,5361.0,5361.0,0,0,January
SCA CIP,Design,1.1780445075757575,1.2691145833333333,1774.7899159663866,Complete,211200.0,268037.0,248803.0,119,1,January
SCA CIP,Scope,0.03881982606839887,0.03881982606839887,417.04285714285714,Complete,93715.0,3638.0,3638.0,0,0,October
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,73457.0,57704.0,90,1,February
SCA CIP RESOA,Design,0.458481145127532,0.47134963993046936,1599.3758865248226,Complete,225512.0,106295.0,103393.0,141,1,August
SCA CIP RESOA,Scope,1.0,1.0,30.703296703296704,Complete,2794.0,2794.0,2794.0,91,1,April
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,20975.0,20975.0,202,0,August
SCA CIP RESOA,Design,0.5492361111111111,0.9826944444444444,637.1681415929204,Complete,72000.0,70754.0,39545.0,113,0,January
SCA CIP,Scope,0.4835420914651908,0.4835420914651908,28.371900826446282,Complete,3433.0,1660.0,1660.0,121,0,July
SCA CIP,Design,0.4297365525276717,0.4297365525276717,84.88461538461539,Complete,15449.0,6639.0,6639.0,182,0,July
SCA CIP,Scope,0.9826715786601173,0.9826715786601173,158.17985611510792,Complete,21987.0,21606.0,21606.0,139,0,July
SCA CIP,Design,1.0160000727689495,1.0809827446628524,709.2709677419355,Complete,109937.0,118840.0,111696.0,155,1,November
SCA CIP,Scope,0.32929598788796366,0.32929598788796366,21.834710743801654,Complete,2642.0,870.0,870.0,121,0,March
SCA CIP,Scope,1.2177954459092104,1.2177954459092104,666.4480519480519,Complete,102633.0,124986.0,124986.0,154,1,December
SCA CIP,Design,0.27326366777672223,0.5168460502552432,2547.6329787234044,Complete,478955.0,247546.0,130881.0,188,1,June
SCA CIP,Scope,1.846737145071124,1.846737145071124,130.92028985507247,Complete,18067.0,33365.0,33365.0,138,1,January
SCA CIP,Design,1.0933736273467942,1.4700119553666313,586.5974025974026,Complete,90336.0,132795.0,98771.0,154,0,November
SCA CIP,Construction,0.4252552187624534,0.4372366019374486,2826.9401947148817,Complete,2032570.0,888714.0,864361.0,719,1,August
SCA CIP,"CM,F&E",0.1823026622704019,0.18600311533869424,175.89847009735743,Complete,126471.0,23524.0,23056.0,719,1,August
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,11161.0,11161.0,127,1,October
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,643.0,643.0,135,0,January
SCA CIP,Scope,1.6180719690082934,1.6180719690082934,514.410071942446,Complete,71503.0,115697.0,115697.0,139,1,June
SCA CIP,Design,0.7765800121180447,0.9105935257479734,2246.716129032258,Complete,348241.0,317106.0,270437.0,155,1,November
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,6825.0,6825.0,120,0,January
SCA CIP RESOA,Design,1.3573907009021513,1.3573907009021513,114.625,Complete,20174.0,27384.0,27384.0,176,0,January
SCA CIP,Scope,0.5893982808022923,0.5893982808022923,28.14516129032258,Complete,3490.0,2057.0,2057.0,124,0,May
SCA CIP,Design,0.5239095829353709,0.5239095829353709,86.76795580110497,Complete,15705.0,8228.0,8228.0,181,0,June
SCA CIP,Scope,1.028877449735694,1.028877449735694,934.9856115107914,Complete,129963.0,133716.0,133716.0,139,1,July
SCA CIP,Scope,0.9835553054461327,2.516288376164572,72.36651583710407,Complete,15993.0,40243.0,15730.0,221,0,October
SCA CIP,Design,0.7760980422126194,1.1913184843474274,575.752,Complete,71969.0,85738.0,55855.0,125,0,April
SCA CIP,Scope,0.1449165402124431,0.1449165402124431,31.38095238095238,Complete,3954.0,573.0,573.0,126,0,October
SCA CIP,Design,0.12881470241106052,0.12881470241106052,98.30386740331491,Complete,17793.0,2292.0,2292.0,181,0,October
SCA CIP,Scope,1.081090909090909,1.081090909090909,44.71544715447155,Complete,5500.0,5946.0,5946.0,123,0,May
SCA CIP,Design,0.9609696969696969,0.9609696969696969,139.04494382022472,Complete,24750.0,23784.0,23784.0,178,0,June
SCA CIP,Scope,0.9219656542483334,0.9356806809302944,871.7826086956521,Complete,120306.0,112568.0,110918.0,138,1,June
SCA CIP,Design,0.6187392773071245,0.670297974491628,3931.5555555555557,Complete,601528.0,403203.0,372189.0,153,0,March
SCA CIP,Scope,0.9507535589189884,0.9507535589189884,447.75539568345323,Complete,62238.0,59173.0,59173.0,139,1,December
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,30639.0,30639.0,91,0,May
SCA CIP RESOA,Design,1.3242291544399802,1.622635546927904,158.22142857142856,Complete,22151.0,35943.0,29333.0,140,0,August
SCA CIP RESOA,Construction,0.7741504555528195,0.9108409258803251,892.5274725274726,Complete,324880.0,295914.0,251506.0,364,0,December
SCA CIP RESOA,"CM,F&E",2.136652972777753,2.1659518757618166,60.854395604395606,Complete,22151.0,47978.0,47329.0,364,0,December
SCA CIP,Scope,0.2663621646623497,0.2663621646623497,112.31168831168831,Complete,17296.0,4607.0,4607.0,154,1,June
SCA CIP,Design,0.2905438433277094,1.0400983932260048,417.04285714285714,Complete,63419.0,65962.0,18426.0,0,0,May
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,36879.0,36879.0,88,1,January
SCA Capacity,Scope,0.6760757863181808,0.6781976158692241,6316.420118343195,Complete,1067475.0,723959.0,721694.0,169,1,October
SCA Capacity,Design,0.421865501994321,0.5162820277955883,23094.423076923078,Complete,4803640.0,2480033.0,2026490.0,208,1,April
SCA CIP,Scope,1.1525961872677202,1.1527432421593005,1372.51376146789,Complete,149604.0,172455.0,172433.0,109,1,October
SCA CIP,Scope,0.693452707898495,0.693452707898495,167.0275229357798,Complete,18206.0,12625.0,12625.0,109,1,October
SCA CIP,Design,0.6384786270536826,0.6690672069916754,487.6547619047619,Complete,81926.0,54814.0,52308.0,168,1,March
SCA CIP,Scope,3.0222360441610947,3.0222360441610947,141.86029411764707,Complete,19293.0,58308.0,58308.0,136,1,April
SCA CIP,Design,1.3681777188053945,1.7828376543273865,630.5032679738562,Complete,96467.0,171985.0,131984.0,153,0,January
SCA CIP,Scope,0.45807529477625,0.45807529477625,828.4347826086956,Complete,114324.0,52369.0,52369.0,138,1,April
SCA CIP,Scope,0.054869944940193656,0.054869944940193656,41.801587301587304,Complete,5267.0,289.0,289.0,126,0,October
SCA CIP,Design,0.048858697945234376,0.048858697945234376,132.40782122905028,Complete,23701.0,1158.0,1158.0,179,0,November
SCA CIP,Scope,0.017682677358644955,0.8092545618198184,905.2592592592592,Complete,122210.0,98899.0,2161.0,135,1,January
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,66549.0,66549.0,90,1,January
SCA CIP RESOA,Design,0.7854,2.207377777777778,333.3333333333333,Complete,45000.0,99332.0,35343.0,135,0,January
SCA CIP,Scope,1.0778899989021846,1.0778899989021846,1509.779005524862,Complete,273270.0,294555.0,294555.0,181,0,May
SCA CIP,Design,0.4700289091374831,0.48397043217330843,5914.935064935065,Complete,1366350.0,661273.0,642224.0,231,1,October
SCA CIP,Scope,2.6040907638223074,3.35071907957814,123.18897637795276,Complete,15645.0,52422.0,40741.0,127,0,October
SCA CIP,Design,2.4344152274790036,2.538995487491531,511.2875816993464,Complete,78227.0,198618.0,190437.0,153,1,March
SCA CIP,Scope,1.3900920028308563,1.3900920028308563,76.79347826086956,Complete,7065.0,9821.0,9821.0,92,0,March
SCA CIP,Design,1.155793910417715,1.155793910417715,254.336,Complete,31792.0,36745.0,36745.0,125,1,June
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,23911.0,23911.0,227,0,October
SCA CIP RESOA,Design,0.4723813329781093,0.7531026597397984,1464.780487804878,Complete,180168.0,135685.0,85108.0,123,0,April
SCA CIP,Scope,1.495676088617265,1.495676088617265,425.0,Complete,65450.0,97892.0,97892.0,154,0,June
SCA CIP,Design,1.3866707410236823,1.4543254392666158,2058.1761006289307,Complete,327250.0,475928.0,453788.0,159,0,October
SCA CIP,Construction,0.9310977336389101,0.9704962227315168,10100.308641975309,Complete,7363125.0,7145885.0,6855789.0,729,1,June
SCA CIP,"CM,F&E",1.9854239877769289,1.9917428789697698,628.4636488340192,Complete,458150.0,912517.0,909622.0,729,1,June
SCA CIP,Scope,1.2713631156930125,1.2713631156930125,611.656050955414,Complete,96030.0,122089.0,122089.0,157,0,August
SCA CIP,Design,0.9954826710763905,1.0499551182857059,3097.748387096774,Complete,480151.0,504137.0,477982.0,155,0,November
SCA CIP,Scope,0.44730486008836523,3.361885125184094,120.39007092198581,Complete,16975.0,57068.0,7593.0,141,1,August
SCA CIP,Scope,1.0891399874450722,1.0891399874450722,620.6493506493506,Complete,95580.0,104100.0,104100.0,154,1,July
SCA CIP,Design,1.038179535467671,1.8525946850805608,3123.529411764706,Complete,477900.0,885355.0,496146.0,153,1,January
SCA CIP,Scope,1.1650223048327137,1.1650223048327137,1963.5036496350365,Complete,269000.0,313391.0,313391.0,137,0,July
SCA CIP,Design,0.6062263150733717,0.6182404325349944,8733.772727272728,Complete,1345001.0,831534.0,815375.0,154,1,December
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,28462.0,28462.0,125,1,December
SCA CIP RESOA,Design,0.5886136995259114,0.6192741539970574,899.5588235294117,Complete,122340.0,75762.0,72011.0,136,1,April
SCA CIP RESOA,Scope,1.0,1.0,14.293478260869565,Complete,1315.0,1315.0,1315.0,92,1,March
SCA CIP RESOA,Design,1.0,1.0,41.0859375,Complete,5259.0,5259.0,5259.0,128,0,September
SCA CIP,Scope,1.9547634984381972,1.9945894689870594,128.97841726618705,Complete,17928.0,35759.0,35045.0,139,0,December
SCA CIP,Design,0.775836343099385,0.8393272998563679,468.69934640522877,Complete,71711.0,60189.0,55636.0,153,1,March
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,1877.0,1877.0,124,0,December
SCA CIP,Scope,1.102410133114408,1.102410133114408,1894.7777777777778,Complete,255795.0,281991.0,281991.0,135,1,March
SCA CIP,Design,0.6712739211429195,0.7696306898789252,8215.915584415585,Complete,1265251.0,973776.0,849330.0,154,1,December
SCA CIP,Scope,0.699047619047619,0.699047619047619,35.0,Complete,4200.0,2936.0,2936.0,120,0,May
SCA CIP,Design,0.6214285714285714,0.6214285714285714,106.17977528089888,Complete,18900.0,11745.0,11745.0,178,0,June
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,15215.0,15215.0,120,0,March
SCA CIP RESOA,Design,2.9199786997143824,2.9199786997143824,134.13636363636363,Complete,20657.0,60318.0,60318.0,154,0,June
SCA CIP,Scope,1.5260759493670886,1.5260759493670886,32.113821138211385,Complete,3950.0,6028.0,6028.0,123,0,May
SCA CIP,Design,1.3564556962025316,1.3564556962025316,98.75,Complete,17775.0,24111.0,24111.0,180,0,June
SCA CIP,Scope,3.952615441791322,4.071386540307845,64.70741482965931,Complete,32289.0,131461.0,127626.0,499,0,January
SCA CIP,Design,0.9979725888966083,1.0449251563190805,599.7348484848485,Complete,158330.0,165443.0,158009.0,264,0,March
SCA CIP,Scope,0.9275069535939101,0.9275069535939101,506.0,Complete,68310.0,63358.0,63358.0,135,1,January
SCA CIP,Design,0.7799941443419705,0.7799941443419705,1962.9310344827586,Complete,341550.0,266407.0,266407.0,174,1,August
SCA CIP,Scope,0.0022444444444444443,0.0022444444444444443,323.7410071942446,Complete,45000.0,101.0,101.0,139,1,May
SCA CIP,Scope,0.5046837640431038,1.0,878.589928057554,Complete,122124.0,122124.0,61634.0,139,1,May
SCA CIP,Scope,1.0,1.0,0.7122302158273381,Complete,99.0,99.0,99.0,139,1,May
SCA CIP,Scope,1.0,1.0,0.7697841726618705,Complete,107.0,107.0,107.0,139,1,May
SCA CIP,Scope,0.01038777733755943,0.01038777733755943,589.5474452554745,Complete,80768.0,839.0,839.0,137,1,June
SCA CIP,Scope,1.225066489361702,1.225066489361702,25.066666666666666,Complete,3008.0,3685.0,3685.0,120,0,March
SCA CIP,Design,1.0889414198123661,1.0889414198123661,76.91477272727273,Complete,13537.0,14741.0,14741.0,176,0,April
SCA CIP,Scope,0.2018515374551846,1.0,1461.7956204379561,Complete,200266.0,200266.0,40424.0,137,1,June
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,13629.0,13629.0,188,0,December
SCA CIP RESOA,Design,0.9722866392670999,1.0418570477349436,359.94214876033055,Complete,43553.0,45376.0,42346.0,121,0,May
SCA CIP,Scope,1.4481619937694703,1.4481931464174456,530.5785123966942,Complete,64200.0,92974.0,92972.0,121,1,August
SCA CIP,Design,0.9930155763239875,1.0066947040498442,2006.25,Complete,321000.0,323149.0,318758.0,160,1,June
SCA CIP,Scope,0.7217863572714542,0.7219443888777756,2792.7374301675977,Complete,499900.0,360900.0,360821.0,179,0,June
SCA CIP,Design,0.2798068732974088,0.2798068732974088,11571.75462962963,Complete,2499499.0,699377.0,699377.0,216,0,November
SCA CIP,Scope,0.7325979889910331,0.9485518050324687,465.5296052631579,Complete,283042.0,268480.0,207356.0,608,0,May
SCA CIP,Design,0.4121428058472156,0.6634573201470692,10574.533834586466,Complete,1406413.0,933095.0,579643.0,133,1,December
SCA CIP,Scope,2.9980358472198363,2.9980358472198363,959.5054945054945,Complete,174630.0,523547.0,523547.0,182,0,June
SCA CIP,Design,2.0965056444990613,2.2371044641762996,2291.7349081364828,Complete,873151.0,1953330.0,1830566.0,381,1,September
SCA CIP,Scope,0.9354522901545905,0.9354522901545905,1424.058394160584,Complete,195096.0,182503.0,182503.0,137,1,March
SCA CIP,Design,0.6202350623252503,0.679687742528317,6442.546666666667,Complete,966382.0,656838.0,599384.0,150,0,January
SCA CIP,Scope,0.8822778345250255,0.8822778345250255,857.5182481751825,Complete,117480.0,103650.0,103650.0,137,1,March
SCA CIP,Design,0.6692492339121553,0.7178907048008172,3375.862068965517,Complete,587400.0,421689.0,393117.0,174,1,September
SCA CIP RESOA,Scope,1.0,1.0,99.36585365853658,Complete,12222.0,12222.0,12222.0,123,1,January
SCA CIP RESOA,Design,0.6980487804878048,1.0,221.22302158273382,Complete,30750.0,30750.0,21465.0,139,1,August
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,111601.0,111585.0,92,0,May
SCA CIP RESOA,Design,0.4399917728875232,0.6220649500161506,3958.655737704918,Complete,724434.0,450645.0,318745.0,183,1,August
SCA CIP,Scope,0.9321889524656037,0.9321889524656037,1157.2071428571428,Complete,162009.0,151023.0,151023.0,140,0,November
SCA CIP,Design,0.994515504701334,1.104602906451262,4198.470198675496,Complete,633969.0,700284.0,630492.0,151,1,May
SCA CIP,Scope,0.8505679153326944,0.8505679153326944,363.2518518518518,Complete,49039.0,41711.0,41711.0,135,1,January
SCA CIP,Design,0.23306969630762508,0.47958051125191176,1457.6433121019109,Complete,228850.0,109752.0,53338.0,157,1,October
SCA CIP,Scope,0.9614699331848552,0.9614699331848552,36.80327868852459,Complete,4490.0,4317.0,4317.0,122,0,June
SCA CIP,Design,0.8547389260084137,0.8547389260084137,112.25,Complete,20205.0,17270.0,17270.0,180,0,June
SCA CIP,Scope,0.5488478067575578,0.5553404712507409,776.7482014388489,Complete,107968.0,59959.0,59258.0,139,1,May
SCA CIP,Scope,0.4017533606078317,0.4017533606078317,691.9485294117648,Complete,94105.0,37807.0,37807.0,136,1,June
SCA CIP,Design,0.697723596933625,0.858610524884012,3075.3137254901962,Complete,470523.0,403996.0,328295.0,153,1,February
SCA CIP,Scope,26.05056179775281,26.05056179775281,5.5625,Complete,712.0,18548.0,18548.0,128,1,November
SCA CIP,Scope,1.8611953883495145,1.9140312678469447,812.0579710144928,Complete,112064.0,214494.0,208573.0,138,1,July
SCA CIP,Design,1.1856146386783961,1.2441497546671312,3673.92,Complete,551088.0,685636.0,653378.0,150,1,February
SCA CIP,Scope,0.8222991272946133,0.8222991272946133,53.168,Complete,6646.0,5465.0,5465.0,125,0,November
SCA CIP,Design,0.730965994583208,0.730965994583208,166.15,Complete,29907.0,21861.0,21861.0,180,0,November
SCA CIP,Scope,6.321865889212828,6.321865889212828,109.46808510638297,Complete,15435.0,97578.0,97578.0,141,0,September
SCA CIP,Design,1.037589893100097,1.037589893100097,602.9296875,Complete,77175.0,80076.0,80076.0,128,0,February
SCA CIP,Scope,1.2452201257861635,1.2452201257861635,942.2222222222222,Complete,127200.0,158392.0,158392.0,135,0,April
SCA CIP,Design,0.86825,0.9816761006289308,3655.1724137931033,Complete,636000.0,624346.0,552207.0,174,1,October
SCA CIP,Construction,0.8963744933612858,0.9152125786163522,19629.62962962963,Complete,14310000.0,13096692.0,12827119.0,729,0,July
SCA CIP,"CM,F&E",0.8100706615026418,0.8383769297765112,1349.7764060356653,Complete,983987.0,824952.0,797099.0,729,0,July
SCA CIP,Scope,1.6798295454545455,1.688778409090909,58.666666666666664,Complete,7040.0,11889.0,11826.0,120,0,January
SCA CIP,Design,1.1418560606060606,1.2136679292929293,172.17391304347825,Complete,31680.0,38449.0,36174.0,184,0,April
SCA CIP,Scope,1.4919522326064383,1.4919522326064383,30.571428571428573,Complete,3852.0,5747.0,5747.0,126,0,October
SCA CIP,Design,1.3261609460628785,1.3261609460628785,96.84357541899442,Complete,17335.0,22989.0,22989.0,179,0,November
SCA CIP,Scope,2.416166029492081,2.4530652648825777,430.8235294117647,Complete,58592.0,143730.0,141568.0,136,1,June
SCA CIP,Design,0.7259223733106068,0.7614509545481207,1894.2679738562092,Complete,289823.0,220686.0,210389.0,153,0,January
SCA CIP,Scope,0.6027484143763213,0.6027484143763213,38.145161290322584,Complete,4730.0,2851.0,2851.0,124,0,August
SCA CIP,Design,0.5358485247133997,0.5358485247133997,118.24444444444444,Complete,21284.0,11405.0,11405.0,180,1,August
SCA CIP,Scope,0.47511627906976744,0.47511627906976744,35.24590163934426,Complete,4300.0,2043.0,2043.0,122,0,August
SCA CIP,Design,0.4223255813953488,0.4223255813953488,105.73770491803279,Complete,19350.0,8172.0,8172.0,183,0,August
SCA CIP,Scope,2.3234666666666666,2.3234666666666666,343.75,Complete,41250.0,95843.0,95843.0,120,1,January
SCA CIP,Design,1.3755927272727273,1.524140606060606,1339.2857142857142,Complete,206250.0,314354.0,283716.0,154,1,December
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,22800.0,16050.0,259,0,March
SCA CIP RESOA,Design,0.7600147790914747,0.8475225575606721,857.0666666666667,Complete,102848.0,87166.0,78166.0,120,0,November
SCA CIP,Scope,2.025567043359782,2.025567043359782,96.72093023255815,Complete,12477.0,25273.0,25273.0,129,1,February
SCA CIP,Design,1.1375748076375036,1.2387966657167284,282.13065326633165,Complete,56144.0,69551.0,63868.0,199,1,October
SCA CIP,Scope,0.7532483375143102,0.7532483375143102,1486.9860465116278,Complete,319702.0,240815.0,240815.0,215,0,October
SCA CIP,Design,0.5371746468602614,0.6030266320093779,9309.087591240876,Complete,1275345.0,769067.0,685083.0,137,0,March
SCA CIP,Scope,2.51559874333309,2.51559874333309,33.71182266009852,Complete,13687.0,34431.0,34431.0,406,1,February
SCA CIP,Design,1.878442005455254,2.199019353162748,436.822695035461,Complete,61592.0,135442.0,115697.0,141,1,April
SCA CIP,Scope,2.9775229357798163,2.9775229357798163,239.56043956043956,Complete,21800.0,64910.0,64910.0,91,1,January
SCA CIP,Design,1.1245951872001174,1.152227961211365,784.1798561151079,Complete,109001.0,125594.0,122582.0,139,1,June
SCA CIP,Scope,1.0,1.0,75.98969072164948,Complete,7371.0,7371.0,7371.0,97,0,October
SCA CIP,Design,0.2543123543123543,1.0,167.14285714285714,Complete,25740.0,25740.0,6546.0,154,0,December
SCA CIP,Scope,0.34498607242339835,0.34498607242339835,58.3739837398374,Complete,7180.0,2477.0,2477.0,123,0,March
SCA CIP,Design,0.3065614360878985,0.3065614360878985,180.50279329608938,Complete,32310.0,9905.0,9905.0,179,0,March
SCA CIP,Scope,1.2045708703420441,1.2123346658611514,559.6906474820144,Complete,77797.0,94316.0,93712.0,139,0,May
SCA CIP,Scope,0.369672131147541,0.369672131147541,35.62043795620438,Complete,4880.0,1804.0,1804.0,137,0,March
SCA CIP,Design,0.3285063752276867,0.3285063752276867,124.0677966101695,Complete,21960.0,7214.0,7214.0,177,0,March
SCA CIP,Scope,2.8651839464882944,2.865696767001115,664.4444444444445,Complete,89700.0,257053.0,257007.0,135,1,February
SCA CIP,Design,1.1953569597032359,1.195449585555789,2931.3973509933776,Complete,442641.0,529155.0,529114.0,151,1,April
SCA CIP,Scope,1.406769361028036,1.494175645595204,1061.2608695652175,Complete,146454.0,218828.0,206027.0,138,0,June
SCA CIP,Scope,0.49444908814589666,0.5091717325227963,1893.525179856115,Complete,263200.0,134014.0,130139.0,139,0,June
SCA CIP,Design,0.3023350938454467,0.31733224039522123,7851.49358974359,Complete,1224833.0,388679.0,370310.0,156,0,October
SCA CIP,Scope,1.0599132321041216,1.0599132321041216,579.874213836478,Complete,92200.0,97724.0,97724.0,159,0,September
SCA CIP,Design,0.7712646420824295,0.824238611713666,2305.0,Complete,461000.0,379974.0,355553.0,200,1,January
SCA CIP,Scope,1.8525774904690866,1.8525774904690866,331.4835164835165,Complete,30165.0,55883.0,55883.0,91,1,June
SCA CIP,Scope,0.014285714285714285,0.014285714285714285,28.602150537634408,Complete,2660.0,38.0,38.0,93,1,December
SCA CIP,Scope,0.4146410979274451,0.4146410979274451,1763.879781420765,Complete,322790.0,133842.0,133842.0,183,0,July
SCA CIP,Scope,0.5128259486962052,0.5128259486962052,38.04032258064516,Complete,4717.0,2419.0,2419.0,124,0,August
SCA CIP,Design,0.4557874405238611,0.4557874405238611,116.63186813186813,Complete,21227.0,9675.0,9675.0,182,0,September
SCA CIP,Scope,1.0650694884310146,1.0650694884310146,854.7452229299363,Complete,134195.0,142927.0,142927.0,157,0,August
SCA CIP,Design,0.951958465640871,0.9895146472688897,3401.5705128205127,Complete,530645.0,525081.0,505152.0,156,1,October
SCA CIP,Scope,1.421039603960396,1.421039603960396,519.4285714285714,Complete,72720.0,103338.0,103338.0,140,0,August
SCA CIP,Design,1.1387816281628163,2.0424697469746973,2138.823529411765,Complete,363600.0,742642.0,414061.0,170,1,December
SCA CIP,Scope,0.6043745727956255,0.6043745727956255,59.959016393442624,Complete,7315.0,4421.0,4421.0,122,0,December
SCA CIP,Design,0.5371529254511209,0.5371529254511209,185.9774011299435,Complete,32918.0,17682.0,17682.0,177,0,January
SCA CIP,Scope,0.480026484219819,0.480026484219819,36.248,Complete,4531.0,2175.0,2175.0,125,0,September
SCA CIP,Design,0.4266725524818521,0.4266725524818521,112.02197802197803,Complete,20388.0,8699.0,8699.0,182,0,September
SCA CIP RESOA,Scope,0.9180602358949765,1.0,0.0,Complete,0.0,16639.0,16639.0,123,1,April
SCA CIP RESOA,Design,1.1323935644807555,1.322194505365723,387.8636363636364,Complete,59731.0,78976.0,67639.0,154,1,December
SCA CIP,Scope,1.267054169694034,1.267054169694034,101.5327868852459,Complete,12387.0,15695.0,15695.0,122,0,June
SCA CIP,Design,0.8813662702043306,1.0150153382487488,364.3333333333333,Complete,55743.0,56580.0,49130.0,153,1,October
SCA CIP,Scope,0.7282302050028211,0.7282302050028211,43.94214876033058,Complete,5317.0,3872.0,3872.0,121,0,July
SCA CIP,Design,0.6473563218390804,0.6473563218390804,134.41011235955057,Complete,23925.0,15488.0,15488.0,178,1,July
